Passenger Email,Travel Insurance?,Purchase Date,Travel Date,Fare Type,Ticket Price,Route,Row_ID,Person
ckastensmidt@vizpainter.com,FALSE,3/2/2022,5/8/2022,Business,134,DAL-LGA,146,Chloris Kastensmidt
ckastensmidt@vizpainter.com,TRUE,2/15/2022,5/8/2022,Economy,101,DAL-AUS,146,Chloris Kastensmidt
ckastensmidt@vizpainter.com,FALSE,4/4/2022,5/8/2022,Economy,91,DAL-AUS,146,Chloris Kastensmidt
ckastensmidt@vizpainter.com,TRUE,4/27/2022,5/8/2022,Economy,67,DAL-MDW,146,Chloris Kastensmidt
ckastensmidt@vizpainter.com,FALSE,4/25/2022,5/8/2022,Economy,78,DAL-MDW,146,Chloris Kastensmidt
cmcafee@vizpainter.com,TRUE,1/5/2022,1/28/2022,Economy,83,DAL-ELP,148,Chris McAfee
cmcafee@vizpainter.com,FALSE,1/4/2022,1/28/2022,Economy,148,DAL-OKC,148,Chris McAfee
cmcafee@vizpainter.com,FALSE,1/5/2022,1/28/2022,Economy,153,DAL-GRR,148,Chris McAfee
canderson@vizpainter.com,TRUE,8/22/2022,10/22/2022,Economy,159,DAL-LGA,150,Christina Anderson
canderson@vizpainter.com,FALSE,11/28/2022,12/21/2022,Economy,149,DAL-SLC,150,Christina Anderson
cphan@vizpainter.com,TRUE,7/10/2022,8/13/2022,Economy,101,DAL-ELP,155,Christine Phan
cconant@vizpainter.com,FALSE,6/14/2022,7/3/2022,Economy,71,DAL-MDW,157,Christopher Conant
cschild@vizpainter.com,FALSE,5/5/2022,5/22/2022,First Class,241,DAL-AUS,159,Christopher Schild
cclark@vizpainter.com,FALSE,7/17/2022,8/28/2022,Economy,121,DAL-HOU,161,Chuck Clark
cclark@vizpainter.com,FALSE,6/16/2022,8/28/2022,Economy,98,DAL-AMA,161,Chuck Clark
cclark@vizpainter.com,FALSE,7/19/2022,8/28/2022,Economy,130,DAL-GRR,161,Chuck Clark
cschnelling@vizpainter.com,FALSE,8/13/2022,9/9/2022,First Class,228,DAL-HOU,165,Cindy Schnelling
cstewart@vizpainter.com,FALSE,6/17/2022,9/2/2022,Business,87,DAL-AUS,166,Cindy Stewart
cstewart@vizpainter.com,TRUE,7/1/2022,9/2/2022,Economy,140,DAL-PHX,166,Cindy Stewart
cgute@vizpainter.com,FALSE,8/25/2022,9/30/2022,Economy,92,DAL-AUS,167,Claire Gute
ccheatham@vizpainter.com,FALSE,2/13/2022,3/23/2022,Business,117,DAL-ATL,169,Clay Cheatham
cludtke@vizpainter.com,FALSE,9/1/2022,11/10/2022,Economy,90,DAL-HOU,170,Clay Ludtke
ckelty,FALSE,10/7/2022,11/3/2022,Economy,98,DAL-MDW,172,Clytie Kelty
cmitchell@vizpainter.com,FALSE,7/31/2022,9/3/2022,Economy,113,DAL-AMA,176,Corinna Mitchell
ccarroll@vizpainter.com,FALSE,8/6/2022,8/19/2022,Business,120,DAL-SEA,178,Craig Carroll
ccarroll@vizpainter.com,TRUE,5/21/2022,8/19/2022,Economy,70,DAL-PHX,178,Craig Carroll
cyedwab@vizpainter.com,TRUE,5/18/2022,6/7/2022,First Class,242,DAL-MDW,182,Craig Yedwab
